Date,Close,High,Low,Open,Volume
2024-01-03,183.35174560546875,184.973803899141,182.53573597559208,183.3218930760244,58414500.0
2024-01-04,181.02317810058597,182.19741821935423,179.99820064627082,181.261998363711,71983600.0
2024-01-05,180.29669189453125,181.86899079530576,179.29162138026078,181.1027556834157,62303300.0
2024-01-08,184.6553649902344,184.6951784875532,180.6151605231867,181.20228054123743,59144500.0
2024-01-09,184.23741149902344,184.24735728099785,181.83915700040632,183.02335798455337,42841800.0
2024-01-10,185.28228759765625,185.49125530087693,183.02335006640843,183.4512616231925,46792900.0
2024-01-11,184.6852264404297,186.13811547472972,182.7248291738061,185.6305920580053,49128400.0
2024-01-12,185.01361083984372,185.8296205077815,184.2871739488164,185.1529277118819,40444700.0
2024-01-16,182.7347717285156,183.361690026594,180.04792262326768,181.27193705900044,65603000.0
2024-01-17,181.78939819335935,182.03817940296344,179.42101140332082,180.38628371133652,47317400.0
2024-01-18,187.7104034423828,188.21791164443712,184.9240508532924,185.18277784532796,78005800.0
2024-01-19,190.6261138916016,191.01421197583772,187.89948151982944,188.4069897270921,68741000.0
2024-01-22,192.9447479248047,194.37773007418247,191.3226896328841,191.3625031283665,60133900.0
2024-01-23,194.2284698486328,194.79569832767797,192.88506035011693,194.0692614054701,42355600.0
2024-01-24,193.55177307128903,195.42261254918645,193.3925494594681,194.4672860626603,53631300.0
2024-01-25,193.223388671875,195.3131569130008,192.1685587692801,194.26827279243787,54822100.0
2024-01-26,191.4819183349609,193.8105067973861,191.00426266727368,193.32290534776368,44594000.0
2024-01-29,190.79527282714844,191.26298269587747,188.65576059016195,191.07390655519137,47145600.0
2024-01-30,187.12327575683597,190.86495502370775,186.5560624711159,190.00914701951908,55859400.0
2024-01-31,183.5010223388672,186.18787167030365,183.4512782422412,186.1281514224312,55467800.0
2024-02-01,185.94903564453125,186.038593239456,182.9238626911125,183.0930320985484,64885400.0
2024-02-02,184.94395446777344,186.41673495449572,178.3761245608121,178.9831513103476,102518000.0
2024-02-05,186.7650146484375,188.32736786854025,184.9339886658605,187.2327245178696,69668800.0
2024-02-06,188.37713623046875,188.38708201253655,185.8594715869018,185.9490291787125,43490800.0
2024-02-07,188.4865875244141,190.11859155018027,187.69048466648928,189.71058674763896,53439000.0
2024-02-08,187.40191650390625,188.6159548348253,186.4366441977198,188.4666921831057,40962000.0
2024-02-09,188.1691436767578,189.30503301755343,187.3222021069975,187.96985257532492,45155200.0
2024-02-12,186.47525024414065,187.98977434952795,186.11654756664825,187.74067569026312,41781900.0
2024-02-13,184.37286376953125,185.53865891732192,182.84838113476025,185.1002428282,56529500.0
2024-02-14,183.48606872558597,184.8610982078661,181.78224238811129,184.6518638454696,54630500.0
2024-02-15,183.19712829589844,183.82486181575325,180.69618309757163,182.88824837462903,65434500.0
2024-02-16,181.6527099609375,184.18356093832676,181.015017979917,182.75870865343296,49701400.0
2024-02-20,180.9054107666016,181.77226924950585,179.3510375405212,181.134577279735,53665600.0
2024-02-21,181.6626892089844,182.23062628266825,180.00867035619171,181.28405435734408,41529700.0
2024-02-22,183.70526123046875,184.29314557915657,181.8021591646684,182.81847067506192,52292200.0
2024-02-23,181.8619537353516,184.37285727847149,181.57299077597804,184.3429666556088,45119700.0
2024-02-26,180.50686645507807,182.10108884357552,179.99869543060538,181.5829745492965,40867400.0
